type,title,description,source,uniquelink,rank,scrapeid,timestamp
Politics,Hillary Clinton,Clinton: Being a capitalist 'probably' hurt me with Dem voters,thehill.com,https://www.facebook.com/topic/Hillary-Clinton/172714159566601?source=whfrt&position=1001&trqid=6551163352652032320&impressionguid=0hrCrqtdCC7wMYukX,1,0,Wed May  2 20:44:07 2018
Politics,Emmet Flood,Trump Replaces Ty Cobb With Clinton Impeachment Lawyer,huffingtonpost.com,https://www.facebook.com/topic/Emmet-Flood/222563384872649?source=whfrt&position=1002&trqid=6551163352652032320&impressionguid=0hrCrqtdCC7wMYukX,2,0,Wed May  2 20:44:07 2018
Politics,Republican Party of Wisconsin,GOP candidate questions 'cognitive thought process' of veterans…,thehill.com,https://www.facebook.com/topic/Republican-Party-of-Wisconsin/105561419477525?source=whfrt&position=1003&trqid=6551163352652032320&impressionguid=0hrCrqtdCC7wMYukX,3,0,Wed May  2 20:44:07 2018
Politics,Iowa,Iowa lawmakers pass strictest abortion law in the US,thehill.com,https://www.facebook.com/topic/Iowa/104004246303834?source=whfrt&position=1004&trqid=6551163352652032320&impressionguid=0hrCrqtdCC7wMYukX,4,0,Wed May  2 20:44:07 2018
Politics,"Savannah, Georgia","Military cargo plane crashes near Savannah, Georgia",msn.com,https://www.facebook.com/topic/Savannah-Georgia/134808596549908?source=whfrt&position=1005&trqid=6551163352652032320&impressionguid=0hrCrqtdCC7wMYukX,5,0,Wed May  2 20:44:07 2018
Politics,Philadelphia,Men arrested at Starbucks settle for $1,bbc.com,https://www.facebook.com/topic/Philadelphia/106057446092618?source=whfrt&position=1006&trqid=6551163352652032320&impressionguid=0hrCrqtdCC7wMYukX,6,0,Wed May  2 20:44:07 2018
Politics,Federal Open Market Committee,"Fed keeps key rate unchanged, says inflation near target",msn.com,https://www.facebook.com/topic/Federal-Open-Market-Committee/105737736127795?source=whfrt&position=1007&trqid=6551163352652032320&impressionguid=0hrCrqtdCC7wMYukX,7,0,Wed May  2 20:44:07 2018
Politics,Mike Pence,"Mike Pence lands at Sky Harbor on May 1, 2018",azcentral.com,https://www.facebook.com/topic/Mike-Pence/103798466325715?source=whfrt&position=1008&trqid=6551163352652032320&impressionguid=0hrCrqtdCC7wMYukX,8,0,Wed May  2 20:44:07 2018
Politics,Donald Trump,Trump Nominated For The Nobel Peace Prize By House…,huffingtonpost.com,https://www.facebook.com/topic/Donald-Trump/211116029241500?source=whfrt&position=1009&trqid=6551163352652032320&impressionguid=0hrCrqtdCC7wMYukX,9,0,Wed May  2 20:44:07 2018
Politics,Seattle City Council,Amazon pauses plans for Seattle office towers while City…,seattletimes.com,https://www.facebook.com/topic/Seattle-City-Council/103259083061941?source=whfrt&position=1010&trqid=6551163352652032320&impressionguid=0hrCrqtdCC7wMYukX,10,0,Wed May  2 20:44:07 2018
Science and Technology,Kīlauea,"Dozens of quakes rattle Hawaii volcano, eruption possible",msn.com,https://www.facebook.com/topic/K%C4%ABlauea/104063426297466?source=whfrt&position=3001&trqid=6551163356898639921&impressionguid=0Pohy2BdXhN9Bbd3d,1,0,Wed May  2 20:48:37 2018
Science and Technology,LG Electronics,"LG G7 ThinQ debuts with 6.1"" notched screen",gsmarena.com,https://www.facebook.com/topic/LG-Electronics/620343468119309?source=whfrt&position=3002&trqid=6551163356898639921&impressionguid=0Pohy2BdXhN9Bbd3d,2,0,Wed May  2 20:48:37 2018
Science and Technology,Seattle City Council,Amazon pauses plans for Seattle office towers while City…,seattletimes.com,https://www.facebook.com/topic/Seattle-City-Council/103259083061941?source=whfrt&position=3003&trqid=6551163356898639921&impressionguid=0Pohy2BdXhN9Bbd3d,3,0,Wed May  2 20:48:37 2018
Science and Technology,Huawei,Pentagon bans sale of Huawei and ZTE phones on US military bases,msn.com,https://www.facebook.com/topic/Huawei/109486415736422?source=whfrt&position=3004&trqid=6551163356898639921&impressionguid=0Pohy2BdXhN9Bbd3d,4,0,Wed May  2 20:48:37 2018
Science and Technology,Stephen Hawking,Prof Hawking's multiverse finale,bbc.com,https://www.facebook.com/topic/Stephen-Hawking/109398175745909?source=whfrt&position=3005&trqid=6551163356898639921&impressionguid=0Pohy2BdXhN9Bbd3d,5,0,Wed May  2 20:48:37 2018
Science and Technology,Apple Watch,Family credits Apple Watch for saving daughter's life,yahoo.com,https://www.facebook.com/topic/Apple-Watch/105596369475033?source=whfrt&position=3006&trqid=6551163356898639921&impressionguid=0Pohy2BdXhN9Bbd3d,6,0,Wed May  2 20:48:37 2018
Science and Technology,Hawaii,Hawaii May Be The First State To Ban Reef-Killing Sunscreens,huffingtonpost.com,https://www.facebook.com/topic/Hawaii/110294789021238?source=whfrt&position=3007&trqid=6551163356898639921&impressionguid=0Pohy2BdXhN9Bbd3d,7,0,Wed May  2 20:48:37 2018
Science and Technology,DC Comics,DC UNIVERSE Streaming Service Officially…,comicbookmovie.com,https://www.facebook.com/topic/DC-Comics/103922866310600?source=whfrt&position=3008&trqid=6551163356898639921&impressionguid=0Pohy2BdXhN9Bbd3d,8,0,Wed May  2 20:48:37 2018
Science and Technology,Nathan Deal,Holding your phone while driving will soon be illegal in Georgia,whio.com,https://www.facebook.com/topic/Nathan-Deal/103120166394294?source=whfrt&position=3009&trqid=6551163356898639921&impressionguid=0Pohy2BdXhN9Bbd3d,9,0,Wed May  2 20:48:37 2018
Science and Technology,Facebook,"Facebook commits to civil rights audit, probe of alleged…",foxnews.com,https://www.facebook.com/topic/Facebook/109557799070160?source=whfrt&position=3010&trqid=6551163356898639921&impressionguid=0Pohy2BdXhN9Bbd3d,10,0,Wed May  2 20:48:37 2018
Sports,Markus Wheaton,Markus Wheaton Agrees to Contract with Eagles After 1…,bleacherreport.com,https://www.facebook.com/topic/Markus-Wheaton/111394028882746?source=whfrt&position=4001&trqid=6551163357005011416&impressionguid=0XWQwzS8VZzK1N30b,1,0,Wed May  2 20:53:16 2018
Sports,Igor Kokoškov,Jazz Assistant Coach Igor Kokoskov Hired as New Suns Head…,bleacherreport.com,https://www.facebook.com/topic/Igor-Koko%C5%A1kov/139207762770994?source=whfrt&position=4002&trqid=6551163357005011416&impressionguid=0XWQwzS8VZzK1N30b,2,0,Wed May  2 20:53:16 2018
Sports,Draymond Green,Charles Barkley wants to punch Draymond Green in the face,yahoo.com,https://www.facebook.com/topic/Draymond-Green/167234079997920?source=whfrt&position=4003&trqid=6551163357005011416&impressionguid=0XWQwzS8VZzK1N30b,3,0,Wed May  2 20:53:16 2018
Sports,Dez Bryant,Cowboys Exec: Dez Bryant's Inability to Win 1-on-1s Partially…,bleacherreport.com,https://www.facebook.com/topic/Dez-Bryant/112152018796924?source=whfrt&position=4004&trqid=6551163357005011416&impressionguid=0XWQwzS8VZzK1N30b,4,0,Wed May  2 20:53:16 2018
Sports,Dwyane Wade,Dwyane Wade Surprises Tennessee Shooting Hero…,bleacherreport.com,https://www.facebook.com/topic/Dwyane-Wade/112754498737315?source=whfrt&position=4005&trqid=6551163357005011416&impressionguid=0XWQwzS8VZzK1N30b,5,0,Wed May  2 20:53:16 2018
Sports,Washington Redskins Cheerleaders,Redskins Cheerleaders Detail '13 Trip to Costa Rica Involving…,bleacherreport.com,https://www.facebook.com/topic/Washington-Redskins-Cheerleaders/115272701822161?source=whfrt&position=4006&trqid=6551163357005011416&impressionguid=0XWQwzS8VZzK1N30b,6,0,Wed May  2 20:53:16 2018
Sports,Formula One,Formula 1 is planning a grand prix in Miami for 2019,bbc.com,https://www.facebook.com/topic/Formula-One/103742272998250?source=whfrt&position=4007&trqid=6551163357005011416&impressionguid=0XWQwzS8VZzK1N30b,7,0,Wed May  2 20:53:16 2018
Sports,Ken Giles,Ken Giles Punches Self in Face After Giving Up 9th-Inning…,bleacherreport.com,https://www.facebook.com/topic/Ken-Giles/638687999519610?source=whfrt&position=4008&trqid=6551163357005011416&impressionguid=0XWQwzS8VZzK1N30b,8,0,Wed May  2 20:53:16 2018
Sports,Steven Gerrard,Steven Gerrard has taken the first step towards becoming…,independent.co.uk,https://www.facebook.com/topic/Steven-Gerrard/104167379618968?source=whfrt&position=4009&trqid=6551163357005011416&impressionguid=0XWQwzS8VZzK1N30b,9,0,Wed May  2 20:53:16 2018
Entertainment,Swamp Thing,'Swamp Thing' TV series in the works from 'Aquaman' director James Wan,ew.com,https://www.facebook.com/topic/Swamp-Thing/105886506110696?source=whfrt&position=5001&trqid=6551163356925552119&impressionguid=030WFWoCs2Tqloz5k,1,0,Wed May  2 20:57:30 2018
Entertainment,Ryan Reynolds,Ryan Reynolds Reacts to Blake Lively Unfollowing Him on…,usmagazine.com,https://www.facebook.com/topic/Ryan-Reynolds/126252624696309?source=whfrt&position=5002&trqid=6551163356925552119&impressionguid=030WFWoCs2Tqloz5k,2,0,Wed May  2 20:57:30 2018
Entertainment,DC Comics,DC UNIVERSE Streaming Service Officially…,comicbookmovie.com,https://www.facebook.com/topic/DC-Comics/103922866310600?source=whfrt&position=5003&trqid=6551163356925552119&impressionguid=030WFWoCs2Tqloz5k,3,0,Wed May  2 20:57:30 2018
Entertainment,Dwyane Wade,Dwyane Wade Surprises Tennessee Shooting Hero…,bleacherreport.com,https://www.facebook.com/topic/Dwyane-Wade/112754498737315?source=whfrt&position=5004&trqid=6551163356925552119&impressionguid=030WFWoCs2Tqloz5k,4,0,Wed May  2 20:57:30 2018
Entertainment,"John ""Jabo"" Starks","John 'Jab'o' Starks, Classic James Brown Drummer, Dead At 79",npr.org,https://www.facebook.com/topic/John-Jabo-Starks/105896782774943?source=whfrt&position=5005&trqid=6551163356925552119&impressionguid=030WFWoCs2Tqloz5k,5,0,Wed May  2 20:57:30 2018
Entertainment,MoviePass,MoviePass Revives Its Unlimited Plan,wired.com,https://www.facebook.com/topic/MoviePass/103703089668065?source=whfrt&position=5006&trqid=6551163356925552119&impressionguid=030WFWoCs2Tqloz5k,6,0,Wed May  2 20:57:30 2018
Entertainment,J.K. Rowling,J.K. Rowling apologizes for killing off this beloved 'Harry Potter' character,ew.com,https://www.facebook.com/topic/JK-Rowling/112585118757481?source=whfrt&position=5007&trqid=6551163356925552119&impressionguid=030WFWoCs2Tqloz5k,7,0,Wed May  2 20:57:30 2018
Entertainment,Red Dead Redemption 2,'Red Dead Redemption II' trailer sheds more light on Rockstar's…,mashable.com,https://www.facebook.com/topic/Red-Dead-Redemption-2/1782494251989362?source=whfrt&position=5008&trqid=6551163356925552119&impressionguid=030WFWoCs2Tqloz5k,8,0,Wed May  2 20:57:30 2018
Entertainment,Chris Cuomo,"Cuomo, Santorum spar over Trump's honesty - CNN Video",cnn.com,https://www.facebook.com/topic/Chris-Cuomo/105503206150390?source=whfrt&position=5009&trqid=6551163356925552119&impressionguid=030WFWoCs2Tqloz5k,9,0,Wed May  2 20:57:30 2018
Entertainment,Black Panther,Deleted 'Black Panther' Scene Shows Daniel Kaluuya And…,huffingtonpost.com,https://www.facebook.com/topic/Black-Panther/113980758612212?source=whfrt&position=5010&trqid=6551163356925552119&impressionguid=030WFWoCs2Tqloz5k,10,0,Wed May  2 20:57:30 2018
Top Trends,Hillary Clinton,Clinton: Being a capitalist 'probably' hurt me with Dem voters,thehill.com,https://www.facebook.com/topic/Hillary-Clinton/172714159566601?source=whfrt&position=1&trqid=6551171066370677758&impressionguid=0KXOW8hbsGM74YCqI,1,1,Wed May  2 21:09:44 2018
Top Trends,CDC,E. coli outbreak linked to romaine turns deadly,cnn.com,https://www.facebook.com/topic/CDC/108299375865481?source=whfrt&position=2&trqid=6551171066370677758&impressionguid=0KXOW8hbsGM74YCqI,2,1,Wed May  2 21:09:44 2018
Top Trends,Emmet Flood,Trump Replaces Ty Cobb With Clinton Impeachment Lawyer,huffingtonpost.com,https://www.facebook.com/topic/Emmet-Flood/222563384872649?source=whfrt&position=3&trqid=6551171066370677758&impressionguid=0KXOW8hbsGM74YCqI,3,1,Wed May  2 21:09:44 2018
Top Trends,Iowa,Iowa lawmakers pass strictest abortion law in the US,thehill.com,https://www.facebook.com/topic/Iowa/104004246303834?source=whrt&position=4&trqid=6551171079329280347&impressionguid=0KXOW8hbsGM74YCqI,4,1,Wed May  2 21:09:44 2018
Top Trends,"Savannah, Georgia","Military cargo plane crashes near Savannah, Georgia",msn.com,https://www.facebook.com/topic/Savannah-Georgia/134808596549908?source=whrt&position=5&trqid=6551171079329280347&impressionguid=0KXOW8hbsGM74YCqI,5,1,Wed May  2 21:09:44 2018
Top Trends,Philadelphia,Men arrested at Starbucks settle for $1,bbc.com,https://www.facebook.com/topic/Philadelphia/106057446092618?source=whrt&position=6&trqid=6551171079329280347&impressionguid=0KXOW8hbsGM74YCqI,6,1,Wed May  2 21:09:44 2018
Top Trends,Federal Open Market Committee,"Fed keeps key rate unchanged, says inflation near target",msn.com,https://www.facebook.com/topic/Federal-Open-Market-Committee/105737736127795?source=whrt&position=7&trqid=6551171079329280347&impressionguid=0KXOW8hbsGM74YCqI,7,1,Wed May  2 21:09:44 2018
Top Trends,Kīlauea,"Dozens of quakes rattle Hawaii volcano, eruption possible",msn.com,https://www.facebook.com/topic/K%C4%ABlauea/104063426297466?source=whrt&position=8&trqid=6551171079329280347&impressionguid=0KXOW8hbsGM74YCqI,8,1,Wed May  2 21:09:44 2018
Top Trends,Southwest Airlines,Southwest Flight 957 makes unplanned landing with broken window,cnn.com,https://www.facebook.com/topic/Southwest-Airlines/105606036139390?source=whrt&position=9&trqid=6551171079329280347&impressionguid=0KXOW8hbsGM74YCqI,9,1,Wed May  2 21:09:44 2018
Top Trends,Markus Wheaton,Markus Wheaton Agrees to Contract with Eagles After 1…,bleacherreport.com,https://www.facebook.com/topic/Markus-Wheaton/111394028882746?source=whrt&position=10&trqid=6551171079329280347&impressionguid=0KXOW8hbsGM74YCqI,10,1,Wed May  2 21:09:44 2018
Politics,Hillary Clinton,Clinton: Being a capitalist 'probably' hurt me with Dem voters,thehill.com,https://www.facebook.com/topic/Hillary-Clinton/172714159566601?source=whfrt&position=1001&trqid=6551171079388268496&impressionguid=0wxIKcwdEUZFHAiy4,1,1,Wed May  2 21:14:26 2018
Politics,Emmet Flood,Trump Replaces Ty Cobb With Clinton Impeachment Lawyer,huffingtonpost.com,https://www.facebook.com/topic/Emmet-Flood/222563384872649?source=whfrt&position=1002&trqid=6551171079388268496&impressionguid=0wxIKcwdEUZFHAiy4,2,1,Wed May  2 21:14:26 2018
Politics,Iowa,Iowa lawmakers pass strictest abortion law in the US,thehill.com,https://www.facebook.com/topic/Iowa/104004246303834?source=whfrt&position=1003&trqid=6551171079388268496&impressionguid=0wxIKcwdEUZFHAiy4,3,1,Wed May  2 21:14:26 2018
Politics,"Savannah, Georgia","Military cargo plane crashes near Savannah, Georgia",msn.com,https://www.facebook.com/topic/Savannah-Georgia/134808596549908?source=whfrt&position=1004&trqid=6551171079388268496&impressionguid=0wxIKcwdEUZFHAiy4,4,1,Wed May  2 21:14:26 2018
Politics,Philadelphia,Men arrested at Starbucks settle for $1,bbc.com,https://www.facebook.com/topic/Philadelphia/106057446092618?source=whfrt&position=1005&trqid=6551171079388268496&impressionguid=0wxIKcwdEUZFHAiy4,5,1,Wed May  2 21:14:26 2018
Politics,Federal Open Market Committee,"Fed keeps key rate unchanged, says inflation near target",msn.com,https://www.facebook.com/topic/Federal-Open-Market-Committee/105737736127795?source=whfrt&position=1006&trqid=6551171079388268496&impressionguid=0wxIKcwdEUZFHAiy4,6,1,Wed May  2 21:14:26 2018
Politics,Huawei,Pentagon bans sale of Huawei and ZTE phones on US military bases,msn.com,https://www.facebook.com/topic/Huawei/109486415736422?source=whfrt&position=1007&trqid=6551171079388268496&impressionguid=0wxIKcwdEUZFHAiy4,7,1,Wed May  2 21:14:26 2018
Politics,Seattle City Council,Amazon pauses plans for Seattle office towers while City…,seattletimes.com,https://www.facebook.com/topic/Seattle-City-Council/103259083061941?source=whfrt&position=1008&trqid=6551171079388268496&impressionguid=0wxIKcwdEUZFHAiy4,8,1,Wed May  2 21:14:26 2018
Politics,Republican Party of Wisconsin,GOP candidate questions 'cognitive thought process' of veterans…,thehill.com,https://www.facebook.com/topic/Republican-Party-of-Wisconsin/105561419477525?source=whfrt&position=1009&trqid=6551171079388268496&impressionguid=0wxIKcwdEUZFHAiy4,9,1,Wed May  2 21:14:26 2018
Politics,US Department of Veterans Affairs,Trump weighs former U.S. lawmaker Miller for VA post,msn.com,https://www.facebook.com/topic/US-Department-of-Veterans-Affairs/108407009183843?source=whfrt&position=1010&trqid=6551171079388268496&impressionguid=0wxIKcwdEUZFHAiy4,10,1,Wed May  2 21:14:26 2018
Science and Technology,Kīlauea,"Dozens of quakes rattle Hawaii volcano, eruption possible",msn.com,https://www.facebook.com/topic/K%C4%ABlauea/104063426297466?source=whfrt&position=3001&trqid=6551171083561210245&impressionguid=0SC0vJXsouq6t79xg,1,1,Wed May  2 21:19:03 2018
Science and Technology,LG Electronics,"LG G7 ThinQ debuts with 6.1"" notched screen",gsmarena.com,https://www.facebook.com/topic/LG-Electronics/620343468119309?source=whfrt&position=3002&trqid=6551171083561210245&impressionguid=0SC0vJXsouq6t79xg,2,1,Wed May  2 21:19:03 2018
Science and Technology,Huawei,Pentagon bans sale of Huawei and ZTE phones on US military bases,msn.com,https://www.facebook.com/topic/Huawei/109486415736422?source=whfrt&position=3003&trqid=6551171083561210245&impressionguid=0SC0vJXsouq6t79xg,3,1,Wed May  2 21:19:03 2018
Science and Technology,Seattle City Council,Amazon pauses plans for Seattle office towers while City Council considers business tax,seattletimes.com,https://www.facebook.com/topic/Seattle-City-Council/103259083061941?source=whfrt&position=3004&trqid=6551171083561210245&impressionguid=0SC0vJXsouq6t79xg,4,1,Wed May  2 21:19:03 2018
Science and Technology,Stephen Hawking,Prof Hawking's multiverse finale,bbc.com,https://www.facebook.com/topic/Stephen-Hawking/109398175745909?source=whfrt&position=3005&trqid=6551171083561210245&impressionguid=0SC0vJXsouq6t79xg,5,1,Wed May  2 21:19:03 2018
Science and Technology,Nathan Deal,Holding your phone while driving will soon be illegal in Georgia,whio.com,https://www.facebook.com/topic/Nathan-Deal/103120166394294?source=whfrt&position=3006&trqid=6551171083561210245&impressionguid=0SC0vJXsouq6t79xg,6,1,Wed May  2 21:19:03 2018
Science and Technology,Apple Watch,Family credits Apple Watch for saving daughter's life,yahoo.com,https://www.facebook.com/topic/Apple-Watch/105596369475033?source=whfrt&position=3007&trqid=6551171083561210245&impressionguid=0SC0vJXsouq6t79xg,7,1,Wed May  2 21:19:03 2018
Science and Technology,Hawaii,Hawaii May Be The First State To Ban Reef-Killing Sunscreens,huffingtonpost.com,https://www.facebook.com/topic/Hawaii/110294789021238?source=whfrt&position=3008&trqid=6551171083561210245&impressionguid=0SC0vJXsouq6t79xg,8,1,Wed May  2 21:19:03 2018
Science and Technology,DC Comics,"DC UNIVERSE Streaming Service Officially Announced; First Look At Logos For TITANS, HARLEY QUINN & More",,https://www.facebook.com/topic/DC-Comics/103922866310600?source=whfrt&position=3009&trqid=6551171083561210245&impressionguid=0SC0vJXsouq6t79xg,9,1,Wed May  2 21:19:03 2018
Science and Technology,Facebook,"Facebook commits to civil rights audit, probe of alleged anti-conservative bias",foxnews.com,https://www.facebook.com/topic/Facebook/109557799070160?source=whfrt&position=3010&trqid=6551171083561210245&impressionguid=0SC0vJXsouq6t79xg,10,1,Wed May  2 21:19:03 2018
Sports,Markus Wheaton,Markus Wheaton Agrees to Contract with Eagles After 1…,bleacherreport.com,https://www.facebook.com/topic/Markus-Wheaton/111394028882746?source=whfrt&position=4001&trqid=6551171083787293191&impressionguid=0kwT8s0PCWdV07USp,1,1,Wed May  2 21:23:34 2018
Sports,Draymond Green,Charles Barkley wants to punch Draymond Green in the face,yahoo.com,https://www.facebook.com/topic/Draymond-Green/167234079997920?source=whfrt&position=4002&trqid=6551171083787293191&impressionguid=0kwT8s0PCWdV07USp,2,1,Wed May  2 21:23:34 2018
Sports,Igor Kokoškov,Jazz Assistant Coach Igor Kokoskov Hired as New Suns Head…,bleacherreport.com,https://www.facebook.com/topic/Igor-Koko%C5%A1kov/139207762770994?source=whfrt&position=4003&trqid=6551171083787293191&impressionguid=0kwT8s0PCWdV07USp,3,1,Wed May  2 21:23:34 2018
Sports,Dez Bryant,Cowboys Exec: Dez Bryant's Inability to Win 1-on-1s Partially…,bleacherreport.com,https://www.facebook.com/topic/Dez-Bryant/112152018796924?source=whfrt&position=4004&trqid=6551171083787293191&impressionguid=0kwT8s0PCWdV07USp,4,1,Wed May  2 21:23:34 2018
Sports,Dwyane Wade,Dwyane Wade Surprises Tennessee Shooting Hero…,bleacherreport.com,https://www.facebook.com/topic/Dwyane-Wade/112754498737315?source=whfrt&position=4005&trqid=6551171083787293191&impressionguid=0kwT8s0PCWdV07USp,5,1,Wed May  2 21:23:34 2018
Sports,Washington Redskins Cheerleaders,Redskins Cheerleaders Detail '13 Trip to Costa Rica Involving…,bleacherreport.com,https://www.facebook.com/topic/Washington-Redskins-Cheerleaders/115272701822161?source=whfrt&position=4006&trqid=6551171083787293191&impressionguid=0kwT8s0PCWdV07USp,6,1,Wed May  2 21:23:34 2018
Sports,Formula One,Formula 1 is planning a grand prix in Miami for 2019,bbc.com,https://www.facebook.com/topic/Formula-One/103742272998250?source=whfrt&position=4007&trqid=6551171083787293191&impressionguid=0kwT8s0PCWdV07USp,7,1,Wed May  2 21:23:34 2018
Sports,Ken Giles,Ken Giles Punches Self in Face After Giving Up 9th-Inning…,bleacherreport.com,https://www.facebook.com/topic/Ken-Giles/638687999519610?source=whfrt&position=4008&trqid=6551171083787293191&impressionguid=0kwT8s0PCWdV07USp,8,1,Wed May  2 21:23:34 2018
Sports,Steven Gerrard,Steven Gerrard has taken the first step towards becoming…,independent.co.uk,https://www.facebook.com/topic/Steven-Gerrard/104167379618968?source=whfrt&position=4009&trqid=6551171083787293191&impressionguid=0kwT8s0PCWdV07USp,9,1,Wed May  2 21:23:34 2018
Entertainment,Swamp Thing,'Swamp Thing' TV series in the works from 'Aquaman' director James Wan,ew.com,https://www.facebook.com/topic/Swamp-Thing/105886506110696?source=whfrt&position=5001&trqid=6551171083584034137&impressionguid=0KPTSRYGVBdjPMkvj,1,1,Wed May  2 21:27:32 2018
Entertainment,Ryan Reynolds,Ryan Reynolds Reacts to Blake Lively Unfollowing Him on…,usmagazine.com,https://www.facebook.com/topic/Ryan-Reynolds/126252624696309?source=whfrt&position=5002&trqid=6551171083584034137&impressionguid=0KPTSRYGVBdjPMkvj,2,1,Wed May  2 21:27:32 2018
Entertainment,DC Comics,DC UNIVERSE Streaming Service Officially…,comicbookmovie.com,https://www.facebook.com/topic/DC-Comics/103922866310600?source=whfrt&position=5003&trqid=6551171083584034137&impressionguid=0KPTSRYGVBdjPMkvj,3,1,Wed May  2 21:27:32 2018
Entertainment,Dwyane Wade,Dwyane Wade Surprises Tennessee Shooting Hero…,bleacherreport.com,https://www.facebook.com/topic/Dwyane-Wade/112754498737315?source=whfrt&position=5004&trqid=6551171083584034137&impressionguid=0KPTSRYGVBdjPMkvj,4,1,Wed May  2 21:27:32 2018
Entertainment,"John ""Jabo"" Starks","John 'Jab'o' Starks, Classic James Brown Drummer, Dead At 79",npr.org,https://www.facebook.com/topic/John-Jabo-Starks/105896782774943?source=whfrt&position=5005&trqid=6551171083584034137&impressionguid=0KPTSRYGVBdjPMkvj,5,1,Wed May  2 21:27:32 2018
Entertainment,MoviePass,MoviePass Revives Its Unlimited Plan,wired.com,https://www.facebook.com/topic/MoviePass/103703089668065?source=whfrt&position=5006&trqid=6551171083584034137&impressionguid=0KPTSRYGVBdjPMkvj,6,1,Wed May  2 21:27:32 2018
Entertainment,J.K. Rowling,J.K. Rowling apologizes for killing off this beloved 'Harry Potter' character,ew.com,https://www.facebook.com/topic/JK-Rowling/112585118757481?source=whfrt&position=5007&trqid=6551171083584034137&impressionguid=0KPTSRYGVBdjPMkvj,7,1,Wed May  2 21:27:32 2018
Entertainment,Red Dead Redemption 2,'Red Dead Redemption II' trailer sheds more light on Rockstar's…,mashable.com,https://www.facebook.com/topic/Red-Dead-Redemption-2/1782494251989362?source=whfrt&position=5008&trqid=6551171083584034137&impressionguid=0KPTSRYGVBdjPMkvj,8,1,Wed May  2 21:27:32 2018
Entertainment,Chris Cuomo,"Cuomo, Santorum spar over Trump's honesty - CNN Video",cnn.com,https://www.facebook.com/topic/Chris-Cuomo/105503206150390?source=whfrt&position=5009&trqid=6551171083584034137&impressionguid=0KPTSRYGVBdjPMkvj,9,1,Wed May  2 21:27:32 2018
Entertainment,Black Panther,Deleted 'Black Panther' Scene Shows Daniel Kaluuya And…,huffingtonpost.com,https://www.facebook.com/topic/Black-Panther/113980758612212?source=whfrt&position=5010&trqid=6551171083584034137&impressionguid=0KPTSRYGVBdjPMkvj,10,1,Wed May  2 21:27:32 2018
